id,title,url,description,tags,difficulty,likes,dislikes,totalSubmission,totalAccepted,similarQuestions,dis_tags
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,"Given 2n balls of k distinct colors. You will be given an integer array balls of size k where balls[i] is the number of balls of color i. 

All the balls will be shuffled uniformly at random, then we will distribute the first n balls to the first box and the remaining n balls to the other box (Please read the explanation of the second example carefully).

Please note that the two boxes are considered different. For example, if we have two balls of colors a and b, and two boxes [] and (), then the distribution [a] (b) is considered different than the distribution [b] (a) (Please read the explanation of the first example carefully).

We want to calculate the probability that the two boxes have the same number of distinct balls.","['math', 'backtracking']",Hard,157,119,8253,5001,[],"[('python', 4), ('backtracking', 3), ('dynamic programming', 3), ('java', 3), ('probability', 2), ('recursion', 2), ('1ms', 1), ('brute force', 1), ('bruteforce', 1), ('c++ code', 1), ('combination', 1), ('dfs', 1), ('explanations', 1), ('functional programming', 1), ('overflow fix', 1), ('permutation', 1), ('python 3', 1), ('scala', 1), ('short', 1), ('simplesolution', 1), ('video explanation', 1)]"
1466,Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,"There are n cities numbered from 0 to n-1 and n-1 roads such that there is only one way to travel between two different cities (this network form a tree). Last year, The ministry of transport decided to orient the roads in one direction because they are too narrow.

Roads are represented by connections where connections[i] = [a, b] represents a road from city a to b.

This year, there will be a big event in the capital (city 0), and many people want to travel to this city.

Your task consists of reorienting some roads such that each city can visit the city 0. Return the minimum number of edges changed.

It's guaranteed that each city can reach the city 0 after reorder.","['tree', 'depth-first-search']",Medium,647,18,47004,29142,[],"[('bfs', 28), ('dfs', 27), ('java', 23), ('c++', 20), ('python', 19), ('python 3', 13), ('graph', 10), ('javascript', 9), ('cpp', 6), ('c#', 5), ('python3', 5), ('cpp solution', 4), ('depth first search', 4), ('dfs simple solution', 4), ('easy-to-understand', 4), ('easy-understanding', 3), ('java-solution', 3), ('simple solution', 3), ('union find', 3), ('100 speed', 2), ('c++ code', 2), ('dfs-non-recursive', 2), ('directed graph', 2), ('easy', 2), ('easy-undestand', 2), ('golang', 2), ('greedy', 2), ('set', 2), ('sets', 2), ('undirected graph', 2), ('unionfind', 2), ('#c++', 1), ('#dfs', 1), ('100 memory', 1), ('95 per faster', 1), ('99.41', 1), ('adjacency list', 1), ('beats 100', 1), ('best-explanation', 1), ('bfs simple solution', 1), ('boolean-array', 1), ('breath first search', 1), ('c++ recursive solution', 1), ('clean code', 1), ('concise', 1), ('connectedcomponent', 1), ('course schedule', 1), ('depth-first search', 1), ('dfs simple', 1), ('dfs solution', 1), ('dfs-bfs', 1), ('dfs-recursive', 1), ('dfs-tree', 1), ('dijkstras algorithm', 1), ('disjoint-set', 1), ('dynamic programming', 1), ('easysolution', 1), ('easytounderstand', 1), ('explanations', 1), ('fast', 1), ('fast and simple', 1), ('graph traversal', 1), ('hash set', 1), ('hashing', 1), ('hashmap', 1), ('hashset', 1), ('intuitive', 1), ('javascript solution', 1), ('js javascript', 1), ('linear time', 1), ('multimap', 1), ('python2', 1), ('pythonpython3', 1), ('question need help', 1), ('recursion', 1), ('recursive', 1), ('recursive solution', 1), ('ruby', 1), ('short', 1), ('short code', 1), ('simple', 1), ('simpliest', 1), ('sorting', 1), ('straightforward', 1), ('swift', 1), ('trick', 1), ('video explanation', 1), ('video solution', 1), ('weighted graph', 1), ('whiteboard', 1)]"
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,"Given a rectangular cake with height h and width w, and two arrays of integers horizontalCuts and verticalCuts where horizontalCuts[i] is the distance from the top of the rectangular cake to the ith horizontal cut and similarly, verticalCuts[j] is the distance from the left of the rectangular cake to the jth vertical cut.

Return the maximum area of a piece of cake after you cut at each horizontal and vertical position provided in the arrays horizontalCuts and verticalCuts. Since the answer can be a huge number, return this modulo 10^9 + 7.",['array'],Medium,325,121,81725,27786,[],"[('java', 13), ('python 3', 11), ('python', 9), ('c++', 8), ('c++ code', 8), ('javascript', 8), ('cpp solution', 7), ('python3', 6), ('easy-understanding', 5), ('simple solution', 5), ('c#', 4), ('linear time', 4), ('c++ easy to understand', 3), ('cpp', 3), ('golang', 3), ('sorting', 3), ('go', 2), ('javascript solution', 2), ('one-liner', 2), ('pythonpython3', 2), ('sort', 2), ('sorted array', 2), ('swift', 2), ('100 faster', 1), ('100 space', 1), ('100 speed', 1), ('array', 1), ('arrays', 1), ('arrays.sort', 1), ('beats 100', 1), ('beats100', 1), ('c++ iterative sol', 1), ('code for beginners', 1), ('commented', 1), ('comments', 1), ('comments added', 1), ('constant memory', 1), ('contest', 1), ('csharp', 1), ('detailed explanation', 1), ('difference', 1), ('easy to understand', 1), ('easy-solition', 1), ('easy-undestand', 1), ('explaination', 1), ('explanation with logic', 1), ('fast', 1), ('fast and simple', 1), ('go-solution', 1), ('golang solution', 1), ('golang-solution', 1), ('greedy', 1), ('greedy approach', 1), ('java-solution', 1), ('js', 1), ('js javascript', 1), ('max gap', 1), ('mod', 1), ('modular arithmetic', 1), ('objects', 1), ('one line', 1), ('radix-sort', 1), ('readable', 1), ('rectangle', 1), ('ruby', 1), ('scala', 1), ('self-explanatory', 1), ('short', 1), ('simple', 1), ('simple math', 1), ('stream', 1), ('typescript', 1), ('visualization', 1)]"
1464,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array,"Given the array of integers nums, you will choose two different indices i and j of that array. Return the maximum value of (nums[i]-1)*(nums[j]-1).",['array'],Easy,418,81,103193,79550,[],"[('python 3', 49), ('java', 46), ('python', 43), ('c++', 40), ('javascript', 31), ('python3', 22), ('cpp solution', 20), ('java-solution', 19), ('easy-understanding', 16), ('cpp', 15), ('c++ code', 11), ('c', 9), ('linear time', 7), ('simple', 7), ('simple solution', 7), ('fast and simple', 6), ('javascript solution', 6), ('sorting', 6), ('swift', 6), ('easy', 5), ('c#', 4), ('easy-undestand', 4), ('golang', 4), ('ruby', 4), ('sort', 4), ('constant space', 3), ('cpp easy', 3), ('easy to understand', 3), ('easy-solition', 3), ('easy-to-understand', 3), ('golang-solution', 3), ('one-liner', 3), ('priority queue', 3), ('array', 2), ('arrays', 2), ('brute force', 2), ('brute force to optimal', 2), ('c programming', 2), ('c++ easy to understand', 2), ('c++ solution', 2), ('comments-added', 2), ('detailed explanation', 2), ('easytounderstand', 2), ('go', 2), ('greedy approach', 2), ('kotlin', 2), ('maximum', 2), ('optimized', 2), ('pythonic', 2), ('reduce', 2), ('sorted array', 2), ('stl', 2), ('typescript', 2), ('#python', 1), ('#python 3', 1), ('0ms', 1), ('0ms runtime', 1), ('0ms-solution', 1), ('100', 1), ('100 speed', 1), ('1line', 1), ('2 line', 1), ('3 lines python', 1), ('4ms', 1), ('algorithm', 1), ('array greedy', 1), ('array-sort', 1), ('basic', 1), ('beginner friendly', 1), ('brute-force', 1), ('c code', 1), ('c# solution', 1), ('c++ iterative sol', 1), ('c++11', 1), ('clean code', 1), ('constant-space', 1), ('cpp clear', 1), ('easysolution', 1), ('efficient', 1), ('efficient solution', 1), ('es2015', 1), ('explanation', 1), ('fast-solution', 1), ('faster', 1), ('fastest', 1), ('functional', 1), ('github', 1), ('go-solution', 1), ('heap', 1), ('if', 1), ('intuitive', 1), ('iteration', 1), ('javascript brute force', 1), ('js', 1), ('lambdas', 1), ('linear', 1), ('linear scan', 1), ('linear-time', 1), ('logic', 1), ('logical', 1), ('map', 1), ('math', 1), ('min heap', 1), ('multiset', 1), ('negative numbers', 1), ('no sort', 1), ('no-heap', 1), ('one liner', 1), ('optimal', 1), ('ordered map', 1), ('php', 1), ('php solution', 1), ('pyhton', 1), ('python3.8', 1), ('python38', 1), ('pythonpython3', 1), ('pythonsolution', 1), ('readable', 1), ('rust', 1), ('scala', 1), ('simple clear c++ solution', 1), ('simplest', 1), ('single line', 1), ('solution', 1), ('sort-function', 1), ('straightforward', 1), ('stream', 1), ('swift5', 1), ('test-cases', 1), ('tim-sort', 1), ('time-complexity n', 1), ('time-optimized', 1), ('two-pointer', 1), ('two-pointers', 1), ('unit-test', 1), ('vector-operation', 1), ('without sorting', 1)]"
1477,Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum,"Given an array of integers arr and an integer target.

You have to find two non-overlapping sub-arrays of arr each with a sum equal target. There can be multiple answers so you have to find an answer where the sum of the lengths of the two sub-arrays is minimum.

Return the minimum sum of the lengths of the two required sub-arrays, or return -1 if you cannot find such two sub-arrays.",['dynamic-programming'],Medium,744,39,69263,24369,[],"[('python', 16), ('prefix sum', 13), ('slidingwindow', 10), ('dynamic programming', 9), ('java', 9), ('c++', 7), ('dp', 7), ('python 3', 6), ('sliding-window', 6), ('c#', 5), ('javascript', 5), ('python3', 5), ('c++ code', 4), ('easy-undestand', 4), ('hashmap', 4), ('cpp', 3), ('golang', 3), ('sliding window', 3), ('easysolution', 2), ('golang-solution', 2), ('greedy', 2), ('java-solution', 2), ('100 faster', 1), ('100 space', 1), ('2 pointer', 1), ('brute force', 1), ('bug', 1), ('code comments', 1), ('cpp solution', 1), ('cumulative sum', 1), ('deque', 1), ('doubt', 1), ('easy', 1), ('easy-understanding', 1), ('easy-understsand', 1), ('explained', 1), ('explanation', 1), ('fast and simple', 1), ('google-onsite', 1), ('heapq', 1), ('intervals', 1), ('js', 1), ('kotlin', 1), ('linear', 1), ('map', 1), ('math', 1), ('o of n', 1), ('one pass', 1), ('one-pass', 1), ('prefix array', 1), ('prefix-sum', 1), ('prefixsum', 1), ('presum', 1), ('priority-queue', 1), ('pythonpython3', 1), ('rust', 1), ('simple', 1), ('single pass', 1), ('slide window', 1), ('sort', 1), ('subarray sum equals k', 1), ('suffix array', 1), ('tle', 1), ('two-pointers', 1), ('video explanation', 1)]"
1476,Subrectangle Queries,https://leetcode.com/problems/subrectangle-queries,"Implement the class SubrectangleQueries which receives a rows x cols rectangle as a matrix of integers in the constructor and supports two methods:

1. updateSubrectangle(int row1, int col1, int row2, int col2, int newValue)


	Updates all values with newValue in the subrectangle whose upper left coordinate is (row1,col1) and bottom right coordinate is (row2,col2).


2. getValue(int row, int col)


	Returns the current value of the coordinate (row,col) from the rectangle.",['array'],Medium,196,537,47192,41558,[],"[('python', 16), ('c++', 13), ('python 3', 12), ('java', 11), ('easy-understanding', 6), ('c#', 5), ('javascript', 5), ('matrix', 5), ('python3', 5), ('cpp', 4), ('easy', 4), ('2d-array', 3), ('java-solution', 3), ('rust', 3), ('brute force', 2), ('c', 2), ('c++ code', 2), ('clean code', 2), ('cpp solution', 2), ('golang', 2), ('pythonpython3', 2), ('ruby', 2), ('swift', 2), ('100 faster', 1), ('100 memory', 1), ('100 space', 1), ('100 speed', 1), ('array nesting', 1), ('c# solutions', 1), ('c++ easy to understand', 1), ('cpp easy', 1), ('easy to understand', 1), ('easy-undestand', 1), ('easysolution', 1), ('explanatory comments', 1), ('good variable names', 1), ('help needed', 1), ('java ac solution', 1), ('java solution', 1), ('javascript solution', 1), ('nested for loops', 1), ('php', 1), ('php solution', 1), ('question', 1), ('queue', 1), ('run-time', 1), ('rust vec', 1), ('simple', 1), ('simplest', 1), ('solution c++', 1), ('solution-python', 1), ('structured code', 1), ('swift5', 1), ('while', 1)]"
1478,Allocate Mailboxes,https://leetcode.com/problems/allocate-mailboxes,"Given the array houses and an integer k. where houses[i] is the location of the ith house along a street, your task is to allocate k mailboxes in the street.

Return the minimum total distance between each house and its nearest mailbox.

The answer is guaranteed to fit in a 32-bit signed integer.","['math', 'dynamic-programming']",Hard,432,8,16131,8674,[],"[('dp', 6), ('java', 6), ('dynamic programming', 4), ('python 3', 4), ('c++', 3), ('recursion', 3), ('cpp', 2), ('memoization', 2), ('python', 2), ('bottom up', 1), ('bottom-up-algorithm', 1), ('c++ code', 1), ('concise', 1), ('dfs-bottomup', 1), ('easy', 1), ('explanation of logic', 1), ('explanations', 1), ('javascript', 1), ('linear memory', 1), ('prefix sum', 1), ('python3', 1), ('recursive solution', 1), ('simplesolution', 1), ('top down approach', 1), ('top-down', 1)]"
1475,Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop,"Given the array prices where prices[i] is the price of the ith item in a shop. There is a special discount for items in the shop, if you buy the ith item, then you will receive a discount equivalent to prices[j] where j is the minimum index such that j > i and prices[j] <= prices[i], otherwise, you will not receive any discount at all.

Return an array where the ith element is the final price you will pay for the ith item of the shop considering the special discount.",['array'],Easy,453,39,58201,43609,[],"[('c++', 34), ('python', 27), ('javascript', 22), ('python 3', 22), ('java', 21), ('cpp', 18), ('stack', 15), ('python3', 10), ('c#', 9), ('java-solution', 8), ('stacks', 8), ('golang', 6), ('cpp solution', 5), ('array', 4), ('easy', 4), ('easy-to-understand', 4), ('easy-understanding', 4), ('go-solution', 4), ('golang-solution', 4), ('stack-based', 4), ('c', 3), ('c++ code', 3), ('easy-undestand', 3), ('go', 3), ('javascript solution', 3), ('typescript', 3), ('1ms', 2), ('c++ iterative sol', 2), ('cpp easy', 2), ('easytounderstand', 2), ('explained', 2), ('explained solution', 2), ('kotlin', 2), ('monotonic stack', 2), ('nostack', 2), ('solution', 2), ('swift', 2), ('#c++', 1), ('#cpp', 1), ('1-line', 1), ('100 faster', 1), ('100 space', 1), ('99.5 faster', 1), ('algorithm-explained', 1), ('beginner friendly', 1), ('brutal force', 1), ('brute force', 1), ('brute force to optimal', 1), ('brute-force', 1), ('c# solutions', 1), ('c++ easy to understand', 1), ('c++ solution', 1), ('cleancode', 1), ('comments added', 1), ('comments-added', 1), ('concise-solution', 1), ('descriptive', 1), ('easy code', 1), ('easy to read', 1), ('easy to understand', 1), ('easysolution', 1), ('efficient', 1), ('explaination', 1), ('fast and simple', 1), ('faster', 1), ('fastest', 1), ('golang solution', 1), ('js', 1), ('map', 1), ('on2', 1), ('one pass solution', 1), ('one-liner', 1), ('pyhton 3', 1), ('python2', 1), ('pythonpython3', 1), ('ruby', 1), ('run-time', 1), ('scala', 1), ('simple clear c++ solution', 1), ('simple solution', 1), ('stack-implementation', 1), ('unit-test', 1), ('vector', 1), ('visualization', 1), ('with-explanation', 1)]"
1458,Max Dot Product of Two Subsequences,https://leetcode.com/problems/max-dot-product-of-two-subsequences,"Given two arrays nums1 and nums2.

Return the maximum dot product between non-empty subsequences of nums1 and nums2 with the same length.

A subsequence of a array is a new array which is formed from the original array by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (ie, [2,3,5] is a subsequence of [1,2,3,4,5] while [1,5,3] is not).",['dynamic-programming'],Hard,413,10,29275,12729,[],"[('dynamic programming', 28), ('dp', 19), ('c++', 11), ('java', 11), ('python', 9), ('python 3', 8), ('cpp', 6), ('memoization', 6), ('dynamic-programming', 5), ('bottom up', 4), ('c#', 3), ('lcs', 3), ('recursion', 3), ('simple solution', 3), ('bottom-up', 2), ('cpp solution', 2), ('dp-techqique', 2), ('easy-to-understand', 2), ('javascript', 2), ('top down', 2), ('topdown', 2), ('akku', 1), ('bottom up dp', 1), ('c++ code', 1), ('code for beginners', 1), ('comments added', 1), ('commetend', 1), ('common sequence', 1), ('cpp easy', 1), ('doubt', 1), ('easy-undestand', 1), ('explained', 1), ('explanations', 1), ('fully-explained', 1), ('kadanes algo', 1), ('knapsack', 1), ('linear space', 1), ('logic explained', 1), ('lru-cache', 1), ('memory-efficient', 1), ('optimal substructure', 1), ('python deque', 1), ('python3', 1), ('quadratic time', 1), ('recurision', 1), ('rust', 1), ('scala', 1), ('simplsolutio', 1), ('space-efficient', 1), ('subsequences', 1), ('swift', 1), ('top down dp', 1), ('visualization', 1)]"
1457,Pseudo-Palindromic Paths in a Binary Tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree,"Given a binary tree where node values are digits from 1 to 9. A path in the binary tree is said to be pseudo-palindromic if at least one permutation of the node values in the path is a palindrome.

Return the number of pseudo-palindromic paths going from the root node to leaf nodes.","['bit-manipulation', 'tree', 'depth-first-search']",Medium,660,21,58448,40814,[],"[('dfs', 49), ('c++', 32), ('java', 25), ('python', 22), ('javascript', 19), ('python 3', 16), ('cpp', 14), ('recursion', 14), ('dfs simple solution', 10), ('bit manipulation', 7), ('backtracking', 6), ('cpp solution', 6), ('c#', 5), ('easy-understanding', 5), ('simple', 5), ('depth-first-search', 4), ('easy-undestand', 4), ('hashmap', 4), ('python3', 4), ('tree', 4), ('binary-tree', 3), ('bitmask', 3), ('depth first search', 3), ('dfs-recursive', 3), ('golang', 3), ('hashset', 3), ('java-solution', 3), ('preorder traversal', 3), ('recursion palindrome', 3), ('swift', 3), ('bit-manipulation', 2), ('bitwise', 2), ('c++ code', 2), ('cpp easy', 2), ('easy', 2), ('easytounderstand', 2), ('explained', 2), ('go', 2), ('go-solution', 2), ('golang-solution', 2), ('iterative', 2), ('palindrome-check', 2), ('recursive', 2), ('ruby', 2), ('set', 2), ('stack', 2), ('tle', 2), ('tree-traversal', 2), ('typescript', 2), ('100 memory', 1), ('backtrack', 1), ('bfs', 1), ('binary tree paths', 1), ('bit-vector', 1), ('bitmasking', 1), ('bitwise operation', 1), ('built-in-function', 1), ('c++ easy to understand', 1), ('c++ solution', 1), ('clean code', 1), ('clear-understanding', 1), ('depth first traversal', 1), ('depth-first search', 1), ('dfs recursive', 1), ('dfs solution', 1), ('dfs-in-order', 1), ('dfs-topdown', 1), ('dictionary', 1), ('easiest', 1), ('easy sloution', 1), ('easy-to-understand', 1), ('easysolution', 1), ('es2015', 1), ('explained solution', 1), ('explanation of logic', 1), ('figure', 1), ('graph theory', 1), ('graph traversal', 1), ('hash', 1), ('hashing', 1), ('identical', 1), ('illustration', 1), ('inorder traversal', 1), ('interview', 1), ('intuitive', 1), ('iteratively', 1), ('itereative', 1), ('java ac solution', 1), ('javasciprt', 1), ('linear time', 1), ('logarithmic-space', 1), ('map', 1), ('memory optimized', 1), ('palindrom', 1), ('palindrome', 1), ('paths', 1), ('photo', 1), ('pre-order', 1), ('pre-order traversal', 1), ('preorder-recursion', 1), ('preorder-traversal', 1), ('pseudopalindromicpaths', 1), ('recurision', 1), ('recursive easy', 1), ('recusive', 1), ('self explanatory', 1), ('simpe', 1), ('simple solution', 1), ('solution-python', 1), ('straightforward', 1), ('strange', 1), ('string', 1), ('swift5', 1), ('time', 1), ('traverse-a-tree', 1), ('tree traversal', 1), ('trees', 1), ('trick', 1), ('ultra easy', 1), ('unordered map', 1), ('upvote', 1), ('video explanation', 1), ('video-explanation', 1), ('visualization', 1), ('weekly-contest-190', 1), ('weird', 1), ('with comments', 1)]"
1456,Maximum Number of Vowels in a Substring of Given Length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,"Given a string s and an integer k.

Return the maximum number of vowel letters in any substring of s with length k.

Vowel letters in English are (a, e, i, o, u).","['string', 'sliding-window']",Medium,401,25,52498,28900,[],"[('sliding-window', 33), ('slidingwindow', 33), ('c++', 25), ('java', 21), ('cpp', 15), ('python 3', 13), ('python', 12), ('sliding window', 11), ('javascript', 10), ('cpp solution', 7), ('java-solution', 7), ('c#', 6), ('easy-understanding', 5), ('easy', 4), ('c++ code', 3), ('easy-undestand', 3), ('linear time', 3), ('swift', 3), ('two-pointers', 3), ('cpp easy', 2), ('easy-solition', 2), ('easytounderstand', 2), ('es6', 2), ('fast and simple', 2), ('hashmap', 2), ('js', 2), ('window', 2), ('15ms', 1), ('99.41', 1), ('aditya-verma', 1), ('akku', 1), ('algorithms', 1), ('array-based', 1), ('bit operation', 1), ('c', 1), ('c++ set', 1), ('c++ solution', 1), ('commented', 1), ('comments', 1), ('cpp doubt', 1), ('deque', 1), ('dynamic programming', 1), ('easy to understand', 1), ('easy-to-understand', 1), ('easysolution', 1), ('es2015', 1), ('explained', 1), ('explained solution', 1), ('functional', 1), ('go', 1), ('go-solution', 1), ('golang', 1), ('golang-solution', 1), ('haha', 1), ('haskell', 1), ('help needed', 1), ('images', 1), ('iteration', 1), ('iterative', 1), ('java solution', 1), ('javascript solution', 1), ('kadane-algorithm', 1), ('kotlin', 1), ('learning', 1), ('lisp', 1), ('look-up-table', 1), ('maxvowelinsubstringoflenk', 1), ('no extra space', 1), ('pruning', 1), ('python3', 1), ('racket', 1), ('sets', 1), ('simple', 1), ('simple solution', 1), ('simpler', 1), ('single pass', 1), ('slide window', 1), ('sliding', 1), ('sliding window algorithm', 1), ('string', 1), ('string-operation', 1), ('swift5', 1), ('tle', 1), ('using sliding window', 1), ('video explanation', 1), ('window-sliding', 1)]"
1455,Check If a Word Occurs As a Prefix of Any Word in a Sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,"Given a sentence that consists of some words separated by a single space, and a searchWord.

You have to check if searchWord is a prefix of any word in sentence.

Return the index of the word in sentence where searchWord is a prefix of this word (1-indexed).

If searchWord is a prefix of more than one word, return the index of the first word (minimum index). If there is no such word return -1.

A prefix of a string S is any leading contiguous substring of S.",['string'],Easy,304,8,54499,35658,[],"[('python 3', 33), ('c++', 32), ('java', 27), ('python', 24), ('javascript', 16), ('cpp', 15), ('cpp solution', 10), ('python3', 10), ('java-solution', 9), ('string', 9), ('simple solution', 8), ('c#', 7), ('easy', 6), ('easy-understanding', 6), ('c', 5), ('go', 4), ('swift', 4), ('golang', 3), ('simple', 3), ('stringstream', 3), ('trie', 3), ('brute-force', 2), ('c++ code', 2), ('easy to understand', 2), ('easy-to-understand', 2), ('easysolution', 2), ('istringstream', 2), ('javascript solution', 2), ('kotlin', 2), ('one-liner', 2), ('ruby', 2), ('split', 2), ('0ms', 1), ('100 faster runtime', 1), ('2 approaches', 1), ('array of string', 1), ('basics', 1), ('beginners', 1), ('bfs', 1), ('c code', 1), ('c++ solution', 1), ('c++11', 1), ('clear explanation', 1), ('cpp easy', 1), ('easiest solution', 1), ('easy-undestand', 1), ('easytounderstand', 1), ('efficient solution', 1), ('enumerate', 1), ('es2015', 1), ('fast and simple', 1), ('fast-solution', 1), ('faster than 100.00', 1), ('fastest', 1), ('find', 1), ('fun', 1), ('functional programming', 1), ('github', 1), ('go-solution', 1), ('gorillaz', 1), ('hashmap', 1), ('indexof', 1), ('iteration', 1), ('java ac solution', 1), ('java simple', 1), ('javascrip', 1), ('js', 1), ('linear seach', 1), ('linear time', 1), ('lucid', 1), ('memory less than 100', 1), ('no builtin function', 1), ('one-pass', 1), ('php', 1), ('prefix', 1), ('python3.8', 1), ('rajat', 1), ('regex', 1), ('regular expression', 1), ('search', 1), ('simple clear c++ solution', 1), ('simple-solution', 1), ('simpler', 1), ('slicing', 1), ('stl', 1), ('string-matching', 1), ('string-operation', 1), ('string-to-integer', 1), ('substr', 1), ('swift5', 1), ('tokeniser', 1), ('tokenization', 1), ('tries', 1), ('unique', 1), ('unit-test', 1), ('vector', 1), ('video explanation', 1)]"
1453,Maximum Number of Darts Inside of a Circular Dartboard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard,"You have a very large square wall and a circular dartboard placed on the wall. You have been challenged to throw darts into the board blindfolded. Darts thrown at the wall are represented as an array of points on a 2D plane. 

Return the maximum number of points that are within or lie on any circular dartboard of radius r.",['geometry'],Hard,88,212,11000,3922,[],"[('java', 2), ('javascript', 2), ('python 3', 2), ('angular sweep', 1), ('brute force', 1), ('c++ code', 1), ('compiler-error', 1), ('faster than 100.00', 1), ('java-solution', 1), ('javascript solution', 1), ('lrucache', 1), ('naive', 1), ('need help', 1), ('precision', 1), ('proofs', 1), ('python', 1), ('python3', 1), ('recursion', 1)]"
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,"Given the array favoriteCompanies where favoriteCompanies[i] is the list of favorites companies for the ith person (indexed from 0).

Return the indices of people whose list of favorite companies is not a subset of any other list of favorites companies. You must return the indices in increasing order.","['string', 'sort']",Medium,166,164,27244,15047,[],"[('c++', 7), ('python 3', 7), ('javascript', 6), ('bitset', 4), ('java', 4), ('set logic', 4), ('brute force', 3), ('python', 3), ('sets', 3), ('cpp solution', 2), ('golang', 2), ('hashmap', 2), ('javascript solution', 2), ('map', 2), ('pythonic', 2), ('short code', 2), ('union find', 2), ('1line', 1), ('2liner', 1), ('bit', 1), ('bitmanipulation', 1), ('bitmask', 1), ('bitwise', 1), ('brute-force', 1), ('c#', 1), ('c++ code', 1), ('c++ hash', 1), ('comparator', 1), ('concise', 1), ('data compression', 1), ('easy solution', 1), ('easy to understand', 1), ('easy-undestand', 1), ('explained', 1), ('hash set', 1), ('issubset', 1), ('js', 1), ('list', 1), ('python3', 1), ('ruby', 1), ('set', 1), ('set-union', 1), ('short solution', 1), ('sort', 1), ('sorting', 1), ('strings', 1), ('subset', 1)]"
1451,Rearrange Words in a Sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence,"Given a sentence text (A sentence is a string of space-separated words) in the following format:


	First letter is in upper case.
	Each word in text are separated by a single space.


Your task is to rearrange the words in text such that all words are rearranged in an increasing order of their lengths. If two words have the same length, arrange them in their original order.

Return the new text following the format shown above.","['string', 'sort']",Medium,278,50,46948,28156,[],"[('c++', 22), ('java', 15), ('python 3', 14), ('javascript', 11), ('map', 9), ('python', 9), ('cpp', 8), ('python3', 8), ('sorting', 8), ('java-solution', 5), ('sort', 5), ('accepted solution', 4), ('easy-understanding', 4), ('stable sort', 4), ('c#', 3), ('c++ code', 3), ('cpp solution', 3), ('priority queue', 3), ('sort-function', 3), ('string', 3), ('bucket sort', 2), ('custom comparator', 2), ('easy', 2), ('easy-undestand', 2), ('easytounderstand', 2), ('golang', 2), ('hash table', 2), ('hashmap', 2), ('linear time', 2), ('simple solution', 2), ('split', 2), ('stable-sort', 2), ('stl', 2), ('treemap', 2), ('1line', 1), ('bucket', 1), ('c', 1), ('c++ hash', 1), ('comments-added', 1), ('comparator', 1), ('csharp', 1), ('dictionary', 1), ('easiest solution', 1), ('easy sloution', 1), ('easy to understand', 1), ('efficient solution', 1), ('es2015', 1), ('fast', 1), ('fast and simple', 1), ('fastest', 1), ('functional-programming', 1), ('go-lang', 1), ('golang-solution', 1), ('group by', 1), ('hash-table', 1), ('hashtable', 1), ('heap', 1), ('insertion sort', 1), ('istream iterator', 1), ('javascript solution', 1), ('join', 1), ('js', 1), ('kotlin', 1), ('lambda', 1), ('linear memory', 1), ('linkedlist', 1), ('min heap', 1), ('mle-solution', 1), ('one-liner', 1), ('operator', 1), ('ordered map', 1), ('question', 1), ('recursively', 1), ('ruby', 1), ('scala', 1), ('sets', 1), ('simple', 1), ('simpler', 1), ('solution', 1), ('sort method', 1), ('sorteddictionary', 1), ('space-complexity', 1), ('string concatenation', 1), ('string-operation', 1), ('string-to-integer', 1), ('stringbuilder', 1), ('swift', 1), ('time-complexity', 1), ('vector', 1), ('video explanation', 1)]"
